,Unnamed: 0,OBJECTID,Shape,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date,elev_files
2167,8835,4616848,"(-111.47259999999994, 33.83420000000007)",paysonroundup,http://www.paysonroundup.com/news/2010/jan/21/storm_update/,1434,2010-01-21 22:00:00,22:00,"Northbound Highway 87, 2 miles south of Sunflower, AZ","Northbound Highway 87 was closed around 10 p.m. Thursday after mud broke loose at the repaired landslide area, two miles south of Sunflower, said Sgt. Terry Lincoln with DPS. According to ADOT, the highway is closed starting at milepost 199, the Bush Highway/Saguaro Lake Road turnoff, until 8 a.m. Friday.","Northbound Highway 87, 2 miles south of Sunflower, AZ",1km,complex,downpour,small,unknown,0.0,,,,,GLC,1434.0,33.8342,-111.4726,United States,US,Arizona,Sunflower,3.34,2014-04-01 00:00:00,2021-04-10 04:43:52.000001,2167.tiff
2168,8836,4616849,"(-106.07999999999998, 38.49800000000005)",krdo,http://www.krdo.com/Global/story.asp?S=8890890&nav=menu552_1,742,2008-08-23 00:00:00,,"U.S. 285, Poncha Pass","occurred Saturday night, slide was 50 feet long and 2 feet deep","U.S. 285, Poncha Pass",10km,mudslide,rain,small,unknown,,,,,,GLC,742.0,38.498,-106.08,United States,US,Colorado,Cmrs,5.28,2014-04-01 00:00:00,2021-04-10 04:41:29,2168.tiff
2169,8837,4616850,"(-107.85459999999995, 37.323300000000074)",durangoherald.com,http://durangoherald.com/article/20130919/NEWS01/130919460/-1/s,5546,2013-09-19 18:00:00,17:00,"Durango, Co","A few doors down, Rick Unruh, a principal in R&R Handyman Services, contemplated the damage to a house he was preparing for rental by an out-of-town owner. He pointed uphill to where a berm that was supposed to check the flow of water had succumbed to pressure. ÒWe have three feet of mud up against the house,Ó he said. ÒThe mud went around the corner and got into the garage.Ó Insurance adjusters, Red Cross workers, an Atmos Energy employee and La Plata County Commissioner Julie Westendorff, who is gathering information for a report to board colleagues, worked their way around county crews clearing East Animas Road with heavy equipment. Cindi Shank, director of the Red Cross office in Durango, said she would share what she learned with the county. She plans to buy shovels for a brigade of volunteers who want to join the cleanup effort. Scott Dehnisch was at his father's house, where boulders had broken a retaining wall uphill from the residence. One boulder had flipped over the wall and","Durango, Co",1km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,5546.0,37.3233,-107.8546,United States,US,Colorado,Durango,5.76,2014-04-01 00:00:00,2021-04-10 04:48:47,2169.tiff
2170,8838,4616851,"(-122.81349999999998, 37.98730000000006)",SFGATE,http://www.sfgate.com/news/article/Point-Reyes-landslide-victim-ID-d-as-S-F-woman-6152798.php,6912,2015-03-21 18:00:00,18:00,Arch Rock,"One hiker died and another was seriously injured Saturday after a sandstone bluff gave way at Point Reyes National Seashore, sending the two plummeting down a 70-foot cliff, authorities said Sunday.",Arch Rock,exact,rock_fall,no_apparent_trigger,medium,bluff,1.0,1.0,,http://www.ptreyeslight.com/sites/default/files/styles/rsp_article_breakpoints_theme_pt_reyes_light_4_column_1x/public/field/image/arch_rock_0.jpg?itok=IklZI4f0,,GLC,6912.0,37.9873,-122.8135,United States,US,California,San Rafael,23.77,2015-05-16 21:22:01,2021-04-10 04:40:41,2170.tiff
2171,8839,4616852,"(-122.34849999999994, 43.722500000000025)",Oregon DOT,,8157,2015-11-08 17:00:00,17:00,"OR 58, milepost 42",,"OR 58, milepost 42",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8157.0,43.7225,-122.3485,United States,US,Oregon,McCredie Springs,5.8100000000000005,2016-07-01 15:56:02,2021-04-10 04:49:36,2171.tiff
2172,8841,4616854,"(-81.56399999999996, 35.99930000000006)",wcnc,http://www.wcnc.com/news/local/stories/wcnc-051709-sjf-ncweather.120f9025.html,1026,2009-05-17 00:00:00,,"U.S. 321 near the town of Patterson in Caldwell County, NC. ","RALEIGH, N.C. (AP) -- Heavy rain soaked portions of North Carolina on Sunday, causing flooding and mudslides in the west and dropping significant amounts in the east. Flooding also was reported by the weather service in Caldwell, Jackson and Avery counties. Outlaw also said a mudslide was reported as having blocked a portion of U.S. 321 near the town of Patterson in Caldwell County. ","U.S. 321 near the town of Patterson in Caldwell County, NC. ",1km,mudslide,downpour,small,unknown,1.0,,,,,GLC,1026.0,35.9993,-81.564,United States,US,North Carolina,Hudson,17.99,2014-04-01 00:00:00,2021-04-10 04:45:33,2172.tiff
2173,8842,4616855,"(-83.11369999999994, 37.21010000000007)",lex18,http://www.lex18.com/news/heavy-rain-causes-mudslide-that-closes-perry-county-road,3826,2011-07-21 09:00:00,09:00,"Perry County Road, Highway 15 6 miles south of Hazard KY","The Perry County Road Department said a minor mudslide caused by heavy rain in the area shut down a four-lane road Thursday morning.  The mudslide happened on Highway 15 about six miles south of Hazard. Officials say the area got 3/4'' of rain in 20 minutes, causing the slide at about 8 a.m.  Officials said the northbound lanes were expected to be re-opened at about 9:30 a.m., and the southbound lanes soon after that.","Perry County Road, Highway 15 6 miles south of Hazard KY",1km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3826.0,37.2101,-83.1137,United States,US,Kentucky,Eastern Kentucky Regional,24.15,2014-04-01 00:00:00,2021-04-10 04:43:03,2173.tiff
2174,8846,4616859,"(-122.58639999999997, 47.56520000000006)",kitsapsun,http://www.kitsapsun.com/news/2010/dec/12/muddy-floody-kitsap/,2823,2010-12-12 00:00:00,,"Beach Dr and Sarann ave, near Hillcrest dr, Kitsap, WA","Another on Beach Drive, at Sarann Avenue near Hillcrest Drive, caused authorities to evacuate five homes built on the steep hillside overlooking Sinclair Inlet.  Two 30-foot-wide rivers of mud and branches streamed between houses, across Beach Drive and into the back yards of two waterfront homes.","Beach Dr and Sarann ave, near Hillcrest dr, Kitsap, WA",1km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,2823.0,47.5652,-122.5864,United States,US,Washington,Bremerton,12.31,2014-04-01 00:00:00,2021-04-10 04:43:52.000001,2174.tiff
2175,8849,4616862,"(-118.98149999999998, 34.197200000000066)",CNN,http://www.cnn.com/2014/11/01/us/california-mudslide/index.html?hpt=hp_t2,6326,2014-10-31 23:00:00,23:00,Camarillo Springs,"One man was trapped inside a house that was surrounded by mud, but he was later found safe.",Camarillo Springs,1km,debris_flow,downpour,medium,burned_area,0.0,0.0,,https://pbs.twimg.com/media/B1XKk-9IMAItJi6.jpg,,GLC,6326.0,34.1972,-118.9815,United States,US,California,Camarillo,10.44,2014-11-03 19:04:40,2021-04-10 04:49:36,2175.tiff
2176,8850,4616863,"(-107.03209999999996, 39.71840000000003)",Steve4031,http://discuss.amtraktrains.com/index.php?/topic/65418-rock-slide-on-california-zephyr-route/,7769,2015-08-28 14:00:00,13:00,before the 1st tunnel after Dotsero,"I am traveling on 6 from emy to Chicago. The Train stopped about 1:30 pm. Heard on scanner that track had been knocked out of alignment. Conductor announced that we were going to back up. This was about 5 miles north of dotsero, before the 1st tunnel after dotsero. The plan is to wait for a track gang to look at it. The track gang will give clearance. The is Boulder estimated at 10 tons. I think 5 is on the other side of this Boulder.",before the 1st tunnel after Dotsero,5km,rock_fall,unknown,medium,above_road,0.0,0.0,,,,GLC,7769.0,39.7184,-107.0321,United States,US,Colorado,Dotsero,7.97,2016-06-15 22:53:53,2021-04-10 04:44:41,2176.tiff
2177,8851,4616864,"(-72.62899999999996, 42.228000000000065)",cbs3springfield,http://www.cbs3springfield.com/news/local/27976049.html,779,2008-09-06 00:00:00,,"Holyoke, Massachusetts","Occurred in evening, mud 1 1/2 meters deep covered cars and rail road track s in Holyoke","Holyoke, Massachusetts",5km,mudslide,tropical_cyclone,medium,unknown,,,Hurricane Hannah,,,GLC,779.0,42.228,-72.629,United States,US,Massachusetts,Easthampton,5.8100000000000005,2014-04-01 00:00:00,2021-04-10 04:49:36,2177.tiff
2178,8852,4616865,"(-124.04799999999994, 44.42910000000006)",kptv,http://www.kptv.com/story/17002676/highway-34-reopens-after-mudslide,4222,2012-02-22 00:00:00,,"Highway 34, easts of Waldport, OR","WALDPORT, OR (KPTV) - The Oregon Department of Transportation said Highway 34 is now open after a mudslide closed it for about four hours Wednesday. ODOT crews were quickly on the scene just east of Waldport with chain saws and heavy equipment to clear the debris.  Highway 34 is the main route between Corvallis in the Willamette Valley and south Lincoln County on the Oregon Coast. ODOT said It is quite common for coastal highways to suffer major slides long after the rains have stopped, sometimes even for weeks after.","Highway 34, easts of Waldport, OR",5km,mudslide,rain,small,unknown,0.0,,,,,GLC,4222.0,44.4291,-124.048,United States,US,Oregon,Waldport,7.76,2014-04-01 00:00:00,2021-04-10 04:43:03,2178.tiff
2179,8854,4616867,"(-83.15979999999996, 35.51900000000006)",www.foxcarolina.com,http://www.foxcarolina.com/story/20597548/mudslide-destroys-haywood-co-road,4715,2013-01-15 00:00:00,,"Long Branch Road, Maggie Valley, Semarang, Central Java","A Haywood County road was destroyed by a mudslide Tuesday night, according to Haywood County officials. Haywood County Emergency Manager Greg Shuping said the slide took out Long Branch Road near Maggie ValleyShuping said at least one home was damaged in the remote area. He said no one was injured.","Long Branch Road, Maggie Valley, Semarang, Central Java",5km,mudslide,rain,medium,unknown,,,,,,GLC,4715.0,35.519,-83.1598,United States,US,North Carolina,Waynesville,15.01,2014-04-01 00:00:00,2021-04-10 04:43:03,2179.tiff
2180,8862,4616875,"(-124.11069999999995, 42.91790000000003)",Oregon DOT,,8557,2012-11-20 05:00:00,05:00,"OR 542, milepost 14",,"OR 542, milepost 14",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8557.0,42.9179,-124.1107,United States,US,Oregon,Powers,4.79,2016-07-07 15:11:47,2021-04-10 04:49:36,2180.tiff
2181,8870,4616883,"(-93.80009999999999, 35.713100000000054)",5 News KFSM,http://5newsonline.com/2015/06/16/highway-23-in-franklin-county-closed-due-to-landslide/,6956,2015-06-16 09:00:00,09:00,"Highway 23, Franklin, Arkansas near Mulberry Mountain","Adams said there was too much pressure due to the rain, and efforts to stabilize the water were unsuccessful. “A slope supporting the roadbed on the east side of the highway continues to slide and has caused large cracks to form in the travel lanes, rendering both impassable,” said information officer Danny Straessle in a release.","Highway 23, Franklin, Arkansas near Mulberry Mountain",1km,landslide,continuous_rain,small,natural_slope,0.0,0.0,,,,GLC,6956.0,35.7131,-93.8001,United States,US,Arkansas,Saint Paul,18.66,2015-06-25 18:19:39.000001,2021-04-10 04:49:36,2181.tiff
2182,8871,4616884,"(-122.38059999999996, 47.74530000000004)",Washington Times,http://www.washingtontimes.com/news/2014/mar/17/mudslide-slows-bnsf-rail-service-north-of-seattle/#http://www.washingtontimes.com/news/2014/mar/17/mudslide-slows-bnsf-rail-service-north-of-seattle/,5953,2014-03-16 23:00:00,23:00,"93 NW Park Dr Shoreline, WA 98177","A mudslide late Sunday night has temporarily cut rail service on BNSF tracks north of Seattle.BNSF spokesman Gus Melonas says the slide of mud, trees and debris struck about 11 p.m. between Seattle and Edmonds.  ","93 NW Park Dr Shoreline, WA 98177",10km,mudslide,unknown,medium,above_road,0.0,0.0,,,,GLC,5953.0,47.7453,-122.3806,United States,US,Washington,Kingston,10.32,2014-08-24 00:00:00,2021-04-10 04:40:41,2182.tiff
2183,8872,4616885,"(-123.14079999999996, 45.92290000000003)",Oregon DOT,,8510,2012-12-22 14:00:00,14:00,"OR 47, milepost 55.5",,"OR 47, milepost 55.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8510.0,45.9229,-123.1408,United States,US,Oregon,Mist,10.89,2016-07-07 13:49:04.000001,2021-04-10 04:42:16,2183.tiff
2184,8875,4616888,"(-122.19959999999998, 37.840400000000045)",insidebayarea,http://www.insidebayarea.com/timesstar/localnews/ci_19790580,4217,2012-02-21 09:00:00,09:00,"intersection of Oakwood Drive and Wild Currant Way, near Snake Road, CA","A roadway battered throughout the night by heavy rain collapsed and slid to a street below in the Oakland hills Saturday morning, forcing it to close indefinitely, a fire official said. No injuries were reported. Firefighters responding to an 8:55 a.m. call found about 50 feet of road gone at the intersection of Oakwood Drive and Wild Currant Way, near Snake Road, Battalion Chief Eleanor Bolin-Chew said.","intersection of Oakwood Drive and Wild Currant Way, near Snake Road, CA",1km,landslide,downpour,small,unknown,0.0,,,,,GLC,4217.0,37.8404,-122.1996,United States,US,California,Oakland,3.94,2014-04-01 00:00:00,2021-04-10 04:43:52.000001,2184.tiff
2185,8883,4616896,"(-91.37079999999997, 39.72300000000007)",wgem,http://www.wgem.com/global/story.asp?s=10301250,1017,2009-05-04 00:00:00,,"Riverview park, Hannibal, Missouri","At Hannibal's Riverview park, the site of the city's most recent mudslide, officials are worried the combination of steep terrain and wet conditions could be cause for more of these in the future. The mudslide Parks and Recreation Director Chris Atkinson describes destroyed a portion of a new trail and fence line which was recently installed in the park. Across town, another slide damaged a family's backyard. Neighbors say they're worried their homes could be next.","Riverview park, Hannibal, Missouri",1km,landslide,continuous_rain,small,unknown,0.0,,,,,GLC,1017.0,39.723,-91.3708,United States,US,Missouri,Hannibal,1.34,2014-04-01 00:00:00,2021-04-10 04:41:29,2185.tiff
2186,8884,4616897,"(-122.42939999999999, 48.604100000000074)",komonews,http://www.komonews.com/news/local/76229917.html,1343,2009-11-27 00:00:00,,"Both lanes of State Route 11, also known as Chuckanut Drive, Washington. (One slide occurred three miles south of the Whatcom-Skagit County line)","BELLINGHAM, Wash. -- Two mudslides are blocking both lanes of State Route 11, also known as Chuckanut Drive. One slide occurred three miles south of the Whatcom-Skagit County line, and the other is seven miles north of that near Spokane Street.","Both lanes of State Route 11, also known as Chuckanut Drive, Washington. (One slide occurred three miles south of the Whatcom-Skagit County line)",5km,mudslide,downpour,small,unknown,0.0,,,,,GLC,1343.0,48.6041,-122.4294,United States,US,Washington,Blanchard,1.36,2014-04-01 00:00:00,2021-04-10 04:43:52.000001,2186.tiff
2187,8885,4616898,"(-80.01109999999994, 40.436000000000035)","WTAE (TV-4, AM-1250, Pittsburgh, Pennsylvania)",http://www.wtae.com/news/landslide-closes-part-of-west-carson-street/40255174,7874,2016-06-28 04:00:00,03:00,"On West Carson Street between Commerce Street and West End Circle in Pittsburgh, Pennsylvania","A section of West Carson Street is expected to be closed all day because of a landslide that happened early Tuesday morning.The slide was reported at about 3:30 a.m. Tuesday, shutting down West Carson Street from the West End Circle to Commerce Street, near the entrance to Station Square.","On West Carson Street between Commerce Street and West End Circle in Pittsburgh, Pennsylvania",1km,rock_fall,unknown,small,above_road,0.0,2.0,,http://www.wtae.com/image/view/-/40258966/highRes/2/-/maxh/460/maxw/620/-/x7ccxsz/-/Damaged-car.jpg,,GLC,7874.0,40.436,-80.0111,United States,US,Pennsylvania,Pittsburgh,6.88,2016-06-29 13:59:11,2021-04-10 04:41:29,2187.tiff
2188,8888,4616901,"(-84.24439999999998, 36.68780000000004)",WKYT,http://www.wkyt.com/home/headlines/Ky-EMA-With-more-rain-in-forecast-brace-for-more-mudslides-300132701.html,7146,2015-04-14 00:00:00,,"Kentucky 92, west of Williamsburg in the Daniel Boone National Forest","A mudslide was caught on camera in Whitley County, where trees and rocks came crashing down on Kentucky 92, west of Williamsburg in the Daniel Boone National Forest.","Kentucky 92, west of Williamsburg in the Daniel Boone National Forest",10km,landslide,downpour,small,above_road,0.0,0.0,,,,GLC,7146.0,36.6878,-84.2444,United States,US,Kentucky,Williamsburg,9.16,2015-07-10 18:45:48,2021-04-10 04:47:57.000001,2188.tiff
